Core,Subst,chembl_id
O=S1(=O)CC(Cc2cc([*:4])c([*:1])c([*:5])c2)C(O)C(NCc2cc([*:2])cc([*:3])c2)C1,Br[*:4].CC(F)(F)[*:3].F[*:5].N[*:1].[*:2],CHEMBL2047891
O=S1(=O)CC(Cc2cc([*:4])c([*:1])c([*:5])c2)C(O)C(NCc2cc([*:2])cc([*:3])c2)C1,Br[*:5].Cl[*:2].Cl[*:3].O[*:1].[*:4],CHEMBL1760867
Nc1c(F)cc(CC2CS(=O)(=O)CC(NC[*:1])C2O)cc1OC(C(F)(F)F)C(F)(F)F,CC(C)(C)Cn1cc([*:1])cn1,CHEMBL2048062
Nc1c(F)cc(CC2CS(=O)(=O)CC(NC[*:1])C2O)cc1OC(C(F)(F)F)C(F)(F)F,CC(C)(C)Cc1cc([*:1])no1,CHEMBL2048063
Nc1c(F)cc(CC2CS(=O)(=O)CC(NC[*:1])C2O)cc1OC(C(F)(F)F)C(F)(F)F,CC(C)(C)c1ccnc([*:1])c1,CHEMBL2048057
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]cc([*:1])c4c3)C2O)c1,[*:1],CHEMBL2047897
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]cc([*:1])c4c3)C2O)c1,FC(F)C[*:1],CHEMBL2047898
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]cc([*:1])c4c3)C2O)c1,FC(F)(F)C[*:1],CHEMBL2047899
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]cc([*:1])c4c3)C2O)c1,CC[*:1],CHEMBL2047900
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]nc([*:1])c4c3)C2O)c1,[*:1],CHEMBL2047895
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc4[nH]nc([*:1])c4c3)C2O)c1,CCC[*:1],CHEMBL2047896
CC(C)(C)c1cccc(CNC2C[S+]([O-])CC(Cc3cc(F)c(N)c([*:1])c3)C2O)c1,O[*:1],CHEMBL2425614
CC(C)(C)c1cccc(CNC2C[S+]([O-])CC(Cc3cc(F)c(N)c([*:1])c3)C2O)c1,FC(F)(F)CO[*:1],CHEMBL2425611
CC(C)(C)c1cccc(CNC2C[S+]([O-])CC(Cc3cc(F)c(N)c([*:1])c3)C2O)c1,CO[*:1],CHEMBL2425610
NC1=NC2(c3ccc([*:1])cc3[*:2])COC([*:3])CC2CS1,C[*:3].[*:1].[*:2],CHEMBL4207711
NC1=NC2(c3ccc([*:1])cc3[*:2])COC([*:3])CC2CS1,CO[*:2].C[*:3].[*:1],CHEMBL4209354
NC1=NC2(c3ccc([*:1])cc3[*:2])COC([*:3])CC2CS1,F[*:1].F[*:2].[*:3],CHEMBL3414706
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,CC(C)C[*:2].[*:1].[*:3],CHEMBL3414711
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,C[*:2].[*:1].[*:3],CHEMBL3414707
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,CC[*:2].[*:1].[*:3],CHEMBL3414709
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,COC[*:2].[*:1].[*:3],CHEMBL3414708
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,Cc1cc([*:2])on1.[*:1].[*:3],CHEMBL3261057_CHEMBL3422237
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,Cc1coc([*:2])n1.[*:1].[*:3],CHEMBL3422236
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,Cn1cc([*:2])cn1.[*:1].[*:3],CHEMBL3422238
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,FC(F)[*:2].[*:1].[*:3],CHEMBL3414700
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,C1CC1[*:2].[*:1].[*:3],CHEMBL3414710
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,c1coc([*:2])n1.[*:1].[*:3],CHEMBL3422235
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,C[*:3].Cn1cc([*:2])cn1.[*:1],CHEMBL3422243
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,C[*:3].Cc1cc([*:2])on1.[*:1],CHEMBL3422242
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,Cc1cc([*:2])on1.FC[*:3].[*:1],CHEMBL3422245
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,C[*:3].Cc1coc([*:2])n1.[*:1],CHEMBL3422241
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,Cc1coc([*:2])n1.FC[*:3].[*:1],CHEMBL3422244
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,Cn1cc([*:2])cn1.FC[*:3].[*:1],CHEMBL3422246
NC1=NC2(c3cc([*:1])c(F)cc3F)COC([*:2])CC2C([*:3])S1,FC(F)(F)CNC[*:1].FC[*:2].[*:3],CHEMBL3673194
CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C[*:1])cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,N[*:1],CHEMBL211937
CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C[*:1])cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,O[*:1],CHEMBL380257
CC(C)CNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)[*:1],c1ccc([*:1])cc1,CHEMBL1087609
CC(C)CNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)[*:1],c1cc2c(cc1[*:1])OCO2,CHEMBL1088138
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(C)c1cccc([*:2])c1.[*:3],CHEMBL2425613
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(C)Cc1cc([*:2])no1.C[*:3],CHEMBL2425606
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(C)c1ccnc([*:2])c1.C[*:3],CHEMBL2425607
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(C)c1cccc([*:2])c1.C[*:3],CHEMBL2425612
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(C)c1ccc(F)c([*:2])c1.C[*:3],CHEMBL2425600
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(O)c1cccc([*:2])c1.C[*:3],CHEMBL2425602
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)c1cccc([*:2])c1.C[*:3],CHEMBL2425618
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(CO)c1cccc([*:2])c1.C[*:3],CHEMBL2425601
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)Oc1cccc([*:2])c1.C[*:3],CHEMBL2425603
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].CC(C)(C)Cn1cc([*:2])cn1.C[*:3],CHEMBL2425605
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,[*:1].FC(F)(F)Oc1cccc([*:2])c1.C[*:3],CHEMBL2425604
Nc1c(F)cc(CC2C[S+]([O-])CC(NC([*:1])[*:2])C2O)cc1OC(CO[*:3])C(F)(F)F,C[*:1].CC(C)(C)c1cccc([*:2])c1.C[*:3],CHEMBL2425599
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,Fc1cc(F)cc([*:1])c1.[*:2].[*:3],CHEMBL1091463
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,Fc1cccc([*:1])c1.[*:2].[*:3],CHEMBL1092476
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,Fc1ccc(F)c([*:1])c1.[*:2].[*:3],CHEMBL1092787
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,N#Cc1cccc([*:1])c1.[*:2].[*:3],CHEMBL1092475
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,c1ccc([*:1])cc1.[*:2].[*:3],CHEMBL598876
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,c1cncc([*:1])c1.[*:2].[*:3],CHEMBL604590
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,Fc1cccc([*:1])c1F.[*:2].[*:3],CHEMBL1092786
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,c1cnc([*:1])cn1.[*:2].[*:3],CHEMBL1090026
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,Fc1ncccc1[*:1].[*:2].[*:3],CHEMBL1090027
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,COc1cccc([*:1])c1.[*:2].[*:3],CHEMBL1092124
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,CC(C)[*:3].c1ncc([*:1])cn1.[*:2],CHEMBL590492
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,CC[*:3].c1ncc([*:1])cn1.[*:2],CHEMBL598259
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,C[*:3].c1cncc([*:1])c1.[*:2],CHEMBL598257
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,C[*:3].c1ncc([*:1])cn1.[*:2],CHEMBL598258
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,CC[*:3].C[*:2].c1ncc([*:1])cn1,CHEMBL603664
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,CC[*:2].CC[*:3].c1ncc([*:1])cn1,CHEMBL590730_CHEMBL597277_CHEMBL598289
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,CC(C)[*:3].C[*:2].c1ncc([*:1])cn1,CHEMBL597073
CN1C(=O)C(c2cccc([*:1])c2)(c2cc([*:2])nc([*:3])c2)N=C1N,C[*:2].C[*:3].c1ncc([*:1])cn1,CHEMBL597062
CC(C)c1ccc(COC2CN([*:1])CC2Nc2nc3cc(F)ccc3[nH]2)cc1,O=S(=O)(c1ccccc1)[*:1],CHEMBL3746896
CC(C)c1ccc(COC2CN([*:1])CC2Nc2nc3cc(F)ccc3[nH]2)cc1,CC(C)(C)OC(=O)[*:1],CHEMBL3746656
CC(C)c1ccc(COC2CN([*:1])CC2Nc2nc3cc(F)ccc3[nH]2)cc1,CCCS(=O)(=O)[*:1],CHEMBL3747445
O=C(NC(Cc1cc([*:3])cc([*:4])c1)C(O)CNCc1cccc([*:2])c1)C1CN(Cc2cc([*:5])c([*:1])c([*:6])c2[*:7])C(=O)N1,CC(C)[*:2].F[*:5].F[*:6].[*:1].[*:3].[*:4].[*:7],CHEMBL411917
O=C(NC(Cc1cc([*:3])cc([*:4])c1)C(O)CNCc1cccc([*:2])c1)C1CN(Cc2cc([*:5])c([*:1])c([*:6])c2[*:7])C(=O)N1,CN(C)[*:2].F[*:5].F[*:6].[*:1].[*:3].[*:4].[*:7],CHEMBL413999
O=C(NC(Cc1cc([*:3])cc([*:4])c1)C(O)CNCc1cccc([*:2])c1)C1CN(Cc2cc([*:5])c([*:1])c([*:6])c2[*:7])C(=O)N1,CN(C)[*:2].F[*:3].F[*:4].[*:1].[*:5].[*:6].[*:7],CHEMBL405889
O=C(NC(Cc1cc([*:3])cc([*:4])c1)C(O)CNCc1cccc([*:2])c1)C1CN(Cc2cc([*:5])c([*:1])c([*:6])c2[*:7])C(=O)N1,CN(C)[*:2].F[*:6].F[*:1].[*:3].[*:4].[*:5].[*:7],CHEMBL260634
O=C(NC(Cc1cc([*:3])cc([*:4])c1)C(O)CNCc1cccc([*:2])c1)C1CN(Cc2cc([*:5])c([*:1])c([*:6])c2[*:7])C(=O)N1,CN(C)[*:2].F[*:7].F[*:1].[*:3].[*:4].[*:5].[*:6],CHEMBL265953
CC1CC1CNc1cc(C(=O)NC(Cc2ccsc2)C(N)[*:1])cc(N(C)S(C)(=O)=O)n1,C[*:1],CHEMBL247596
CC1CC1CNc1cc(C(=O)NC(Cc2ccsc2)C(N)[*:1])cc(N(C)S(C)(=O)=O)n1,CCCC[*:1],CHEMBL440957
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=C(O)[*:1],CHEMBL2346790
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1[nH]nc([*:1])[nH]1,CHEMBL2346797
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1[nH]c([*:1])nc2ccccc12,CHEMBL2346799
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1[nH]c([*:1])nc2ccncc12,CHEMBL2346800
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,N#Cc1cnc([*:1])[nH]c1=O,CHEMBL2346802
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1[nH]c([*:1])ncc1Cl,CHEMBL2346801
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1[nH]c([*:1])ncc1I,CHEMBL2346804
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1ccnc([*:1])[nH]1,CHEMBL2346798
CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)[*:1])=N1,O=c1[nH]c([*:1])no1,CHEMBL2346796
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,CC(C(F)(F)F)[*:1].[*:2],CHEMBL4061602
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,N#CC1([*:1])CC1.[*:2],CHEMBL4077211
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,C1C2CC1([*:1])C2.[*:2],CHEMBL4102593
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,FC(F)(F)C1([*:1])CC1.[*:2],CHEMBL4098403
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,FC(F)(F)C1([*:1])COC1.[*:2],CHEMBL4080380
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,FC(F)C1([*:1])CC1.[*:2],CHEMBL4062728
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,FC(F)C[*:1].[*:2],CHEMBL4066885
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,FC(F)(F)C[*:1].[*:2],CHEMBL4086633
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,CC(C)(C(F)(F)F)[*:1].[*:2],CHEMBL4094377
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,COCC(C)[*:1].[*:2],CHEMBL4084653
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,COCC[*:1].[*:2],CHEMBL4092406
CC1(c2cc(CN[*:1])c(F)cc2F)CC([*:2])SC(N)=N1,C[*:2].FC(F)(F)C1([*:1])CC1,CHEMBL4088234
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NC([*:1])([*:2])CN12,[*:1].[*:2],CHEMBL566112
NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NC([*:1])([*:2])CN12,C[*:1].C[*:2],CHEMBL566548
NC1=NC(c2cc(NC(=O)c3ncc([*:1])cc3[*:2])cc([*:3])c2F)(C(F)[*:6])COC1([*:4])[*:5],Br[*:1].C[*:4].C[*:5].F[*:6].[*:2].[*:3],CHEMBL4126839
NC1=NC(c2cc(NC(=O)c3ncc([*:1])cc3[*:2])cc([*:3])c2F)(C(F)[*:6])COC1([*:4])[*:5],C[*:2].F[*:3].F[*:6].N#C[*:1].[*:4].[*:5],CHEMBL4128770
NC1=NC(c2cc(NC(=O)c3ncc([*:1])cc3[*:2])cc([*:3])c2F)(C(F)[*:6])COC1([*:4])[*:5],C[*:2].FC[*:4].FC[*:5].N#C[*:1].[*:3].[*:6],CHEMBL4127426
NC1=NC(c2cc(NC(=O)c3ncc([*:1])cc3[*:2])cc([*:3])c2F)(C(F)[*:6])COC1([*:4])[*:5],C[*:2].FC[*:4].FC[*:5].F[*:6].N#C[*:1].[*:3],CHEMBL4128824
CC1([*:3])CCC(C[*:2])(c2cc(NC(=O)c3ccc(OC[*:1])cn3)ccc2F)N=C1N,N#C[*:3].[*:1].[*:2],CHEMBL4556248
CC1([*:3])CCC(C[*:2])(c2cc(NC(=O)c3ccc(OC[*:1])cn3)ccc2F)N=C1N,CS(=O)(=O)[*:3].F[*:1].F[*:2],CHEMBL4565391
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],N#C[*:1].[*:2].[*:3].[*:4],CHEMBL4535964
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],Cl[*:1].[*:2].[*:3].[*:4],CHEMBL2347211
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],F[*:1].[*:2].[*:3].[*:4],CHEMBL4582946
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],FCO[*:1].CC(F)(F)[*:2].[*:3].[*:4],CHEMBL4475802
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],FCO[*:1].FC(F)(F)[*:2].[*:3].[*:4],CHEMBL4445405
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],Cl[*:1].[*:2].F[*:3].F[*:4],CHEMBL2347212
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],FC(F)O[*:1].C[*:2].[*:3].F[*:4],CHEMBL4561476
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C1([*:3])[*:4],N#C[*:1].COC[*:2].[*:3].F[*:4],CHEMBL4537415
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)Cn2ccnc2C(N)=N1,N#C[*:1],CHEMBL4525199
CC1(c2cc(NC(=O)c3ccc([*:1])cn3)ccc2F)Cn2ccnc2C(N)=N1,Cl[*:1],CHEMBL4466470
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Br[*:4].[*:5].[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3653341
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3634122
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL2403769
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].[*:4].[*:5].F[*:6].[*:7].N#C[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL4173236
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].F[*:3].Br[*:4].[*:5].[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3653370
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].F[*:12],CHEMBL3634342
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].FC(F)(F)[*:12],CHEMBL4165225
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].F[*:12],CHEMBL3261070_CHEMBL3634340
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].FC(F)[*:12],CHEMBL3261071
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].FC(F)(F)[*:12],CHEMBL3261072
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].Cl[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL2403770
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].F[*:2].F[*:3].Br[*:4].[*:5].[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL4127807
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].F[*:11].FC(F)(F)[*:12],CHEMBL3261073
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].Cl[*:8].[*:9].[*:10].[*:11].F[*:12],CHEMBL4161795
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].F[*:8].[*:9].[*:10].[*:11].F[*:12],CHEMBL4175845
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].Cl[*:8].[*:9].[*:10].[*:11].FC(F)(F)[*:12],CHEMBL4169060
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].Cl[*:4].[*:5].F[*:6].[*:7].C[*:8].[*:9].[*:10].[*:11].F[*:12],CHEMBL3634341
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].F[*:2].F[*:3].Br[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3653377_CHEMBL3653445
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],F[*:1].F[*:2].F[*:3].Cl[*:4].[*:5].[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3261066
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].F[*:2].F[*:3].Br[*:4].[*:5].F[*:6].[*:7].[*:8].[*:9].C[*:10].[*:11].[*:12],CHEMBL3653409_CHEMBL3653410
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].F[*:2].F[*:3].N#C[*:4].[*:5].F[*:6].[*:7].C[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3653512
