Core,Subst,chembl_id
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,CC1(C)C=C([*:1])CCO1.F[*:2],CHEMBL3359755
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,COC(C)(C)C#C[*:1].F[*:2],CHEMBL3359761
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,COC(C)(C)CO[*:1].F[*:2],CHEMBL3359751
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,Cc1ccc([*:1])cc1.F[*:2],CHEMBL3359757
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,F[*:2].N#Cc1ccc([*:1])cc1,CHEMBL3359758
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,C1=C([*:1])COCC1.F[*:2],CHEMBL3359753
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,C1=C([*:1])CCOC1.F[*:2],CHEMBL3359752
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,F[*:2].Fc1cc([*:1])ccn1,CHEMBL3359759
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,C1CN([*:1])CCO1.F[*:2],CHEMBL3359756
NC1=NC2(CO1)c1cc(-c3cccnc3[*:2])ccc1Oc1ncc([*:1])cc12,C1CC([*:1])CCO1.F[*:2],CHEMBL3359754
CC(Cc1cc2cc(-c3ncccc3[*:1])ccc2nc1N)C(=O)NCCC(C)(C)C,Cl[*:1],CHEMBL1821827
CC(Cc1cc2cc(-c3ncccc3[*:1])ccc2nc1N)C(=O)NCCC(C)(C)C,N#C[*:1],CHEMBL1821829
CC(Cc1cc2cc(-c3ncccc3[*:1])ccc2nc1N)C(=O)NCCC(C)(C)C,CO[*:1],CHEMBL1821828
CC(Cc1cc2cc(-c3ncccc3[*:1])ccc2nc1N)C(=O)NCCC(C)(C)C,C[*:1],CHEMBL1821826_CHEMBL3808988
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].C1CCC([*:2])CC1.C[*:3].[*:4],CHEMBL1821811
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].C1CCC(C[*:2])CC1.C[*:3].[*:4],CHEMBL1821812
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].CC(C)(C)CC[*:2].CC(=O)[*:3].C[*:4],CHEMBL1821830
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].C1CCC(C[*:2])CC1.C[*:3].CC[*:4],CHEMBL1821817
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].C1CCC(C[*:2])CC1.C[*:3].CCC[*:4],CHEMBL1821819
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].C1CCC(C[*:2])CC1.C[*:3].CC(C)[*:4],CHEMBL1821818
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].C1CC(C[*:2])CCO1.C[*:3].C[*:4],CHEMBL1821825
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].CC(C)(C)CC[*:2].C[*:3].C[*:4],CHEMBL1821820
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].CC1(C)CC([*:2])CCO1.C[*:3].C[*:4],CHEMBL1821728
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].c1ccc(C[*:2])cc1.C[*:3].C[*:4],CHEMBL1821821
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].c1cnc(C[*:2])cn1.C[*:3].C[*:4],CHEMBL1821824
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].c1cncc(C[*:2])c1.C[*:3].C[*:4],CHEMBL1821822
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],[*:1].c1ncc(C[*:2])s1.C[*:3].C[*:4],CHEMBL1821823
Nc1nc2ccc(-c3ccccc3[*:3])cc2cc1CC(C(=O)N([*:1])[*:2])[*:4],C1CCC([*:1])CC1.C[*:2].C[*:3].[*:4],CHEMBL1821810
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,COc1ccc(F)c([*:2])c1.[*:1],CHEMBL2177333
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Cc1cc(F)c([*:2])cc1Cl.[*:1],CHEMBL2177334
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Clc1ccc([*:2])cc1.[*:1],CHEMBL2177326
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Fc1ccc(Cl)cc1[*:2].[*:1],CHEMBL2177331
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Cc1ccc([*:2])cc1.[*:1],CHEMBL2177323
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Cc1cccc([*:2])c1.[*:1],CHEMBL2177322
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Fc1cc(Cl)ccc1[*:2].[*:1],CHEMBL2177330
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Clc1cccc([*:2])c1.[*:1],CHEMBL2177325
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Fc1c(Cl)cccc1[*:2].[*:1],CHEMBL2177329
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,c1ccc([*:2])cc1.[*:1],CHEMBL2177320
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Cc1ccccc1[*:2].[*:1],CHEMBL2177321
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Clc1ccccc1[*:2].[*:1],CHEMBL2177324
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,COc1cccc([*:2])c1F.[*:1],CHEMBL2177332
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,c1cc([*:2])ccn1.[*:1],CHEMBL2177338
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Clc1cc([*:2])ccn1.[*:1],CHEMBL2177337
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Fc1ncccc1[*:2].[*:1],CHEMBL2177335
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,Fc1ccncc1[*:2].[*:1],CHEMBL2177336
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)(C)[*:1].c1ccc([*:2])nc1,CHEMBL3354702
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)(C)[*:1].c1cncc([*:2])c1,CHEMBL3354704
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)(C)[*:1].c1cc([*:2])ccn1,CHEMBL3354703
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)(C)[*:1].c1ncc([*:2])cn1,CHEMBL3354688
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)(F)[*:1].c1ncc([*:2])cn1,CHEMBL3354699
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)(O)[*:1].c1ncc([*:2])cn1,CHEMBL3354697
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC(C)[*:1].c1ncc([*:2])cn1,CHEMBL2177343
NC1=NC2(CO1)c1cc(OC[*:1])ccc1Oc1ccc([*:2])cc12,CC[*:1].c1ncc([*:2])cn1,CHEMBL2177342
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC1(CO[*:3])COC1.[*:1].[*:2].[*:4].[*:5].[*:6].[*:7].[*:8],CHEMBL3354711
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC(C)(C)CO[*:3].F[*:4].[*:1].[*:2].[*:5].[*:6].[*:7].[*:8],CHEMBL3354705
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC(C)(C)CO[*:3].F[*:6].[*:1].[*:2].[*:4].[*:5].[*:7].[*:8],CHEMBL3354709
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],C1=C([*:3])CCOC1.F[*:6].[*:1].[*:2].[*:4].[*:5].[*:7].[*:8],CHEMBL3394058
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC(C)(C)CO[*:3].F[*:1].[*:2].[*:4].[*:5].[*:6].[*:7].[*:8],CHEMBL3354707
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC(C)(C)CO[*:3].N#C[*:1].[*:2].[*:4].[*:5].[*:6].[*:7].[*:8],CHEMBL3354706
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC(C)(C)CO[*:3].CO[*:1].[*:2].[*:4].[*:5].[*:6].[*:7].[*:8],CHEMBL3354708
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC1(CO[*:3])COC1.F[*:7].[*:1].[*:2].[*:4].[*:5].[*:6].[*:8],CHEMBL3354713
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC1(CO[*:3])COC1.F[*:2].[*:1].[*:4].[*:5].[*:6].[*:7].[*:8],CHEMBL3354712
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC1(CO[*:3])COC1.F[*:8].[*:1].[*:2].[*:4].[*:5].[*:6].[*:7],CHEMBL3354714
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC(C)(C)CO[*:3].F[*:5].F[*:6].[*:1].[*:2].[*:4].[*:7].[*:8],CHEMBL3354710
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],CC1(CO[*:3])COC1.F[*:6].F[*:7].[*:1].[*:2].[*:4].[*:5].[*:8],CHEMBL3354715
NC1=NC2(CO1)c1cc(-c3c([*:6])nc([*:4])c([*:1])c3[*:5])cc([*:8])c1Oc1c2cc([*:3])c([*:2])c1[*:7],C1=C([*:3])CCOC1.F[*:7].F[*:6].[*:1].[*:2].[*:4].[*:5].[*:8],CHEMBL3354718
CC(=CCCC(C)=CCc1cc([*:3])cc([*:4])c1O)CCC=C(CCC=C(C)[*:1])[*:2],C[*:2].O=C(O)[*:3].O=C(O)[*:1].[*:4],CHEMBL4443976
CC(=CCCC(C)=CCc1cc([*:3])cc([*:4])c1O)CCC=C(CCC=C(C)[*:1])[*:2],C[*:4].C[*:1].O=C(O)[*:2].O[*:3],CHEMBL261063
O=C(Nc1cc(Br)ccc1N1CCN([*:1])CC1)c1cc(=O)c2ccccc2o1,[*:1],CHEMBL381272
O=C(Nc1cc(Br)ccc1N1CCN([*:1])CC1)c1cc(=O)c2ccccc2o1,CC(C)(C)OC(=O)[*:1],CHEMBL206665
O=C(Nc1cc(Br)ccc1N1CCN([*:1])CC1)c1cc(=O)c2ccccc2o1,O=S(=O)(c1cccs1)[*:1],CHEMBL206097
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,c1ccc([*:1])cc1.[*:2].[*:3],CHEMBL209632
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].[*:2].[*:3],CHEMBL381919
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,CC(C)(C)OC(=O)[*:3].c1ccc([*:1])cc1.[*:2],CHEMBL210451
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].CC(C)(C)OC(=O)[*:3].[*:2],CHEMBL207083
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,c1ccc(C[*:3])cc1.c1ccc([*:1])cc1.[*:2],CHEMBL212578
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].OCC[*:3].[*:2],CHEMBL211214
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].c1ccc(C[*:3])cc1.[*:2],CHEMBL206442
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].CO[*:2].[*:3],CHEMBL206557
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].CO[*:2].c1ccc(C[*:3])cc1,CHEMBL381617
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].CO[*:2].OCC[*:3],CHEMBL209052
O=C(Nc1cc([*:1])ccc1N1CCN([*:3])CC1)c1cc2cccc([*:2])c2oc1=O,Br[*:1].CC(C)(C)OC(=O)[*:3].CO[*:2],CHEMBL206854
O=C(Nc1cc(Br)ccc1N1CCN([*:1])CC1)c1ccc2ccccc2n1,[*:1],CHEMBL377745
O=C(Nc1cc(Br)ccc1N1CCN([*:1])CC1)c1ccc2ccccc2n1,CC(C)(C)OC(=O)[*:1],CHEMBL206651
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,c1ccc([*:1])cc1.[*:2],CHEMBL211995
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,Br[*:1].[*:2],CHEMBL203120_CHEMBL378032
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,Br[*:1].CC(C)(C)OC(=O)[*:2],CHEMBL381618
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,CCOC(=O)C[*:2].c1ccc([*:1])cc1,CHEMBL211256
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,NCCCCC[*:2].c1ccc([*:1])cc1,CHEMBL379820
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,OCC[*:2].c1ccc([*:1])cc1,CHEMBL377581
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,Br[*:1].c1ccc(C[*:2])cc1,CHEMBL380521
O=C(Nc1cc([*:1])ccc1N1CCN([*:2])CC1)c1cccc2ccccc12,Br[*:1].OCC[*:2],CHEMBL213904
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],[*:1].[*:2].Br[*:3].[*:4],CHEMBL1760732
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],[*:1].[*:2].CCCOC[*:3].[*:4],CHEMBL1760734
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],[*:1].[*:2].CCCO[*:3].[*:4],CHEMBL1760733
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].[*:3].[*:4],CHEMBL1760729
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].Br[*:3].[*:4],CHEMBL1760859
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].OCC[*:3].[*:4],CHEMBL1760855
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].OC[*:3].[*:4],CHEMBL1760854
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].CCCC[*:3].[*:4],CHEMBL1760856
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].CCCN1C(=O)OCC1C[*:3].[*:4],CHEMBL1615184
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].CCC[*:3].[*:4],CHEMBL1760857
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].CC[*:3].[*:4],CHEMBL1760858
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],CNC(=O)O[*:1].[*:2].Br[*:3].[*:4],CHEMBL1760860
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],CO[*:1].[*:2].Br[*:3].[*:4],CHEMBL1760852
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].Cc1cccc(C[*:3])c1.[*:4],CHEMBL1760853
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],[*:1].[*:2].CCCO[*:3].C[*:4],CHEMBL2047914
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].[*:2].Br[*:3].C[*:4],CHEMBL2047890
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].[*:3].C[*:4],CHEMBL2047888
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].[*:2].FC(F)(F)O[*:3].C[*:4],CHEMBL2047892
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],O[*:1].[*:2].Br[*:3].C[*:4],CHEMBL1760865
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].[*:2].FC(F)(F)CO[*:3].C[*:4],CHEMBL2048037
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].[*:2].CCCO[*:3].C[*:4],CHEMBL2047915
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],CN(C)CC(=O)N[*:1].F[*:2].[*:3].C[*:4],CHEMBL2047903
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].c1cc([*:3])co1.C[*:4],CHEMBL2047910
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].Br[*:3].C[*:4],CHEMBL2047889
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].c1coc([*:3])c1.C[*:4],CHEMBL2047909
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].c1cc([*:3])n[nH]1.C[*:4],CHEMBL2047908
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].C1CC1[*:3].C[*:4],CHEMBL2047907
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].C1CC(O[*:3])C1.C[*:4],CHEMBL2048040
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].C1OCC1O[*:3].C[*:4],CHEMBL2048041
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].OC(C[*:3])C(F)(F)F.C[*:4],CHEMBL2047912
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FC(F)(F)CC[*:3].C[*:4],CHEMBL2047911
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FC(F)(F)CO[*:3].C[*:4],CHEMBL2048045
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FC(F)CO[*:3].C[*:4],CHEMBL2048044
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FCCO[*:3].C[*:4],CHEMBL2048043
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].O[*:3].C[*:4],CHEMBL2048042
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FC(F)(F)CCO[*:3].C[*:4],CHEMBL2048046
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FC(F)(F)C(O[*:3])C(F)(F)F.C[*:4],CHEMBL2048047
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].CC(C)O[*:3].C[*:4],CHEMBL2048049
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].FC(F)(F)C(O[*:3])C(F)(F)F.O[*:4],CHEMBL2048058
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].CC(O[*:3])C(F)(F)F.C[*:4],CHEMBL2048050
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].CCCO[*:3].C[*:4],CHEMBL2048038
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].CCC[*:3].C[*:4],CHEMBL2047893
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].CCO[*:3].C[*:4],CHEMBL2048039
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].CC[*:3].C[*:4],CHEMBL2047904
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],CC(=O)N[*:1].F[*:2].CC[*:3].C[*:4],CHEMBL2047905
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],CN(C)CC(=O)N[*:1].F[*:2].CC[*:3].C[*:4],CHEMBL2047906
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].COC(C[*:3])C(F)(F)F.C[*:4],CHEMBL2047913
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].COCC(O[*:3])C(F)(F)F.C[*:4],CHEMBL2048053
CC(C)(c1cccc(CNC2CS(=O)(=O)CC(Cc3cc([*:2])c([*:1])c([*:3])c3)C2O)c1)[*:4],N[*:1].F[*:2].COCCO[*:3].C[*:4],CHEMBL2048048
O=S1(=O)CC(Cc2cc([*:4])c([*:1])c([*:5])c2)C(O)C(NCc2cc([*:2])cc([*:3])c2)C1,CC(C)[*:3].[*:1].[*:2].[*:4].[*:5],CHEMBL1760731
O=S1(=O)CC(Cc2cc([*:4])c([*:1])c([*:5])c2)C(O)C(NCc2cc([*:2])cc([*:3])c2)C1,Br[*:5].CC(C)O[*:3].O[*:1].[*:2].[*:4],CHEMBL1760866
O=S1(=O)CC(Cc2cc([*:4])c([*:1])c([*:5])c2)C(O)C(NCc2cc([*:2])cc([*:3])c2)C1,Br[*:5].C1CC1[*:3].O[*:1].[*:2].[*:4],CHEMBL1614769
